Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497.0,78.0,5.0,0,1.49,17,Honda,City
Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,16.95 kmpl,1197.0,78.9,5.0,0,3.65,11,Hyundai,i10
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0 kmpl,1498.0,98.96,5.0,12.12 Lakh,10.9,6,Ford,Ecosport
Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998.0,67.04,5.0,6.05 Lakh,4.3,9,Maruti,Celerio
Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248.0,88.76,7.0,0,6.11,12,Maruti,Ertiga
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,8.0,0,15.5,9,Toyota,Innova
Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,0,6.9,8,Honda,City
Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1 kmpl,1197.0,85.8,5.0,0,4.69,12,Maruti,Swift
Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5 kmpl,1197.0,85.8,5.0,0,3.19,13,Maruti,Ritz
Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,15.0 kmpl,1396.0,98.6,5.0,0,3.75,12,Hyundai,i20
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19 kmpl,1197.0,81.86,5.0,10.25 Lakh,8.6,5,Hyundai,i20
Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497.0,118.0,5.0,0,3.85,13,Honda,City
Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6 kmpl,4134.0,382.0,5.0,0,67.83,8,Porsche,Cayenne
Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,17.8 kmpl,1198.0,86.7,5.0,0,9.31,5,Honda,Amaze
Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,12.9 kmpl,1799.0,130.0,5.0,0,3.0,16,Honda,Civic
Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,5.5,9,Hyundai,i20
Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.3,7,Hyundai,Creta
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,Diesel,Automatic,First,15.73 kmpl,1968.0,174.33,5.0,0,23.0,11,Audi,Q3
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,24.7 kmpl,796.0,47.3,5.0,0,3.35,6,Maruti,Alto
BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,15.06 kmpl,1995.0,177.0,5.0,0,10.0,12,BMW,X1
Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,2.95,11,Hyundai,i10
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66 kmpl,1498.0,108.62,5.0,10.04 Lakh,6.75,8,Volkswagen,Ameo
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,16.47 kmpl,1198.0,73.9,5.0,0,2.44,14,Volkswagen,Polo
Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,0,5.85,9,Maruti,Ciaz
Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197.0,103.5,5.0,10.83 Lakh,7.4,9,Volkswagen,Polo
Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,24.4 kmpl,1120.0,71.0,5.0,0,3.8,8,Hyundai,Xcent
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5 kmpl,1799.0,130.0,5.0,0,3.8,16,Honda,Civic
Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,17.7 kmpl,1497.0,78.0,5.0,0,2.7,16,Honda,City
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96 kmpl,2523.0,62.1,7.0,11.15 Lakh,7.21,8,Mahindra,Bolero
Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,0,7.9,8,Honda,City
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4 kmpl,1186.0,73.97,5.0,8.23 Lakh,4.2,7,Hyundai,Xcent
Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,0,5.75,10,Renault,Duster
Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98 kmpl,998.0,66.1,5.0,0,3.45,11,Maruti,A-Star
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968.0,174.33,5.0,0,25.75,10,Audi,A4
Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,16.59,6,Mahindra,XUV500
Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,18.06 kmpl,1198.0,74.96,5.0,0,4.69,10,Renault,Pulse
BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995.0,170.0,5.0,0,7.5,15,BMW,3
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,19.37 Lakh,16.5,8,Toyota,Innova
Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,0,1.99,15,Honda,City
Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,5.25,10,Maruti,Swift
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461.0,108.45,5.0,0,5.4,11,Renault,Duster
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,0,3.9,10,Volkswagen,Polo
Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19 kmpl,1197.0,81.86,5.0,0,5.8,9,Hyundai,i20
BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995.0,190.0,5.0,0,30.5,10,BMW,5
Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,0,5.6,7,Maruti,Swift
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,0.0 kmpl,2987.0,165.0,5.0,0,23.0,12,Mercedes-Benz,M-Class
Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4 kmpl,1248.0,74.0,5.0,7.01 Lakh,5.15,9,Maruti,Swift
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08 kmpl,1582.0,126.2,5.0,0,9.48,7,Hyundai,Verna
Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624.0,37.48,4.0,0,2.38,8,Tata,Nano
Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5 kmpl,1298.0,85.8,5.0,0,3.8,15,Maruti,Swift
Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,18.6 kmpl,1197.0,81.83,5.0,0,5.5,9,Hyundai,i20
Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,0,3.55,14,Hyundai,i20
Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,0,6.35,9,Maruti,Ciaz
Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,36.0,9,Land,Rover
Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1 kmpl,1405.0,70.0,5.0,0,1.1,19,Tata,Indigo
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57 kmpl,1193.0,88.7,5.0,7.63 Lakh,3.7,10,Tata,Zest
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,16.0 kmpl,1997.0,140.0,7.0,0,13.5,8,Mahindra,XUV500
Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2354.0,177.6,5.0,0,2.85,16,Honda,Accord
Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4 kmpl,624.0,37.5,4.0,0,2.13,9,Tata,Nano
Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,22.7 kmpl,1582.0,126.2,5.0,0,7.75,9,Hyundai,Elantra
Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,25.0 kmpl,1396.0,69.0,5.0,0,2.85,7,Tata,Indica
Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.95,10,Honda,Amaze
Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,6.2,12,Mahindra,XUV500
BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56 kmpl,1995.0,190.0,5.0,0,17.5,11,BMW,X3
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,6.8 Lakh,2.25,14,Hyundai,Grand
Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,0,6.75,7,Maruti,Baleno
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,19.08 kmpl,1582.0,126.2,5.0,0,9.73,8,Hyundai,Verna
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47 kmpl,1248.0,88.5,7.0,10.83 Lakh,8.49,6,Maruti,Ertiga
Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6 kmpl,1598.0,181.0,4.0,0,25.0,11,Mini,Cooper
Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,0,5.59,9,Maruti,Ritz
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6 kmpl,1896.0,106.0,5.0,0,4.8,13,Skoda,Laura
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,0,5.45,10,Ford,Ecosport
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,6.5,7,Hyundai,i20
Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,0,4.35,9,Honda,Brio
Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,3.75,11,Honda,Amaze
BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,18.48 kmpl,1995.0,177.0,5.0,0,12.0,14,BMW,5
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,0,32.0,10,Audi,Q7
Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,24.0 kmpl,1120.0,70.0,5.0,0,4.0,9,Hyundai,Grand
Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,23.08 kmpl,1461.0,63.1,5.0,0,2.6,13,Nissan,Micra
Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.45,8,Hyundai,Grand
Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,0,2.6,9,Hyundai,EON
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796.0,186.0,5.0,0,16.0,13,Mercedes-Benz,New
Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,32.5,10,Land,Rover
Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,11.18 kmpl,2696.0,184.0,7.0,0,13.85,8,Mahindra,Ssangyong
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,0,8.76,6,Maruti,Ciaz
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,11.8 kmpl,3498.0,272.0,7.0,0,23.68,10,Mercedes-Benz,R-Class
Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0 kmpl,1197.0,81.8,5.0,8.13 Lakh,5.5,7,Maruti,Dzire
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49 kmpl,4367.0,335.3,5.0,0,65.81,11,Land,Rover
Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,0,4.99,11,Renault,Duster
Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,22.32 kmpl,1582.0,126.32,5.0,0,5.7,11,Hyundai,Verna
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28 kmpl,1798.0,138.03,5.0,25.27 Lakh,11.99,8,Toyota,Corolla
BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995.0,190.0,5.0,57.3 Lakh,29.99,8,BMW,3
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,18.88 kmpl,1499.0,110.4,5.0,0,9.5,6,Ford,EcoSport
Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,25.2 kmpl,1248.0,74.0,5.0,0,5.5,10,Maruti,Swift
Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,11.72 kmpl,2199.0,194.3,7.0,0,23.0,8,Hyundai,Santa
Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2 kmpl,1396.0,53.5,5.0,0,2.95,11,Tata,Indica
Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,0,4.9,9,Hyundai,Grand
Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,0.0 kmpl,1086.0,0.0,5.0,0,1.3,18,Hyundai,Santro
Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5 kmpl,998.0,67.0,5.0,5.68 Lakh,4.25,8,Maruti,Wagon
Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,16.36,6,Mahindra,XUV500
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968.0,147.51,5.0,0,9.95,15,Audi,A4
Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,0,5.5,12,Volkswagen,Vento
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3 kmpl,1248.0,88.5,5.0,11.75 Lakh,8.25,8,Maruti,Vitara
Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3 kmpl,993.0,60.0,5.0,0,0.95,22,Maruti,Zen
Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,4.01,8,Hyundai,i10
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5 kmpl,1199.0,88.7,5.0,9.36 Lakh,8.2,5,Honda,WR-V
Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1 kmpl,1498.0,98.6,5.0,0,6.2,10,Honda,City
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,11.5 kmpl,2982.0,169.0,7.0,0,16.75,12,Toyota,Fortuner
Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,16.0 kmpl,2179.0,140.0,7.0,0,16.5,7,Mahindra,XUV500
Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,10.9 kmpl,2499.0,0.0,7.0,0,3.75,17,Ford,Endeavour
Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,0,3.5,12,Ford,Figo
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0 kmpl,1199.0,88.7,5.0,0,5.43,7,Honda,Jazz
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,10.91 kmpl,3198.0,197.0,7.0,0,30.35,7,Ford,Endeavour
Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,17.97 kmpl,1498.0,99.6,5.0,0,7.99,10,Nissan,Sunny
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,18.7 kmpl,1896.0,66.0,5.0,0,3.59,13,Skoda,Octavia
Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,0,1.9,12,Chevrolet,Beat
Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1 kmpl,2362.0,164.7,5.0,0,4.7,15,Toyota,Camry
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,0,7.25,12,Renault,Duster
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143.0,136.0,5.0,38.72 Lakh,24.46,8,Mercedes-Benz,GLA
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57 kmpl,1193.0,88.7,5.0,7.7 Lakh,3.9,10,Tata,Zest
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,18.5 kmpl,1197.0,80.0,5.0,0,5.15,11,Hyundai,i20
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5 kmpl,1197.0,81.8,5.0,6.43 Lakh,3.65,9,Maruti,Wagon
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4 kmpl,1186.0,73.97,5.0,8.23 Lakh,5.0,8,Hyundai,Xcent
Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,0,2.3,15,Honda,City
Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2 kmpl,1495.0,94.0,5.0,0,0.75,23,Hyundai,Accent
Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,13.9 kmpl,1599.0,103.2,5.0,0,1.85,15,Hyundai,Verna
Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,15.6 kmpl,1196.0,70.0,5.0,0,1.8,14,Ford,Figo
Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.41,10,Honda,Amaze
Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,0,2.0,18,Maruti,Wagon
Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,17.8 kmpl,1248.0,0.0,5.0,0,5.55,10,Maruti,Swift
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,13.0 kmpl,2987.0,258.0,5.0,0,31.75,10,Mercedes-Benz,E-Class
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,32.0,9,Audi,A6
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,13.5 kmpl,2987.0,282.0,5.0,0,21.0,14,Mercedes-Benz,S
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,19.3 kmpl,1248.0,73.9,5.0,0,2.75,14,Maruti,Swift
Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,13.4 kmpl,1794.0,125.0,5.0,0,2.64,19,Toyota,Corolla
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,15.4 kmpl,2179.0,120.0,7.0,0,14.19,6,Mahindra,Scorpio
Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.44 Lakh,3.85,7,Maruti,Wagon
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,13.0 kmpl,2982.0,168.5,7.0,0,15.5,10,Toyota,Fortuner
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,18.2 kmpl,1061.0,64.0,5.0,0,1.9,14,Maruti,Zen
Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,25.4 kmpl,624.0,37.48,4.0,0,1.26,10,Tata,Nano
Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,18.5 kmpl,1197.0,80.0,5.0,0,2.4,15,Hyundai,i20
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69 kmpl,1995.0,190.0,5.0,48.79 Lakh,11.5,14,BMW,3
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,8.25,10,Mahindra,XUV500
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,15.8 kmpl,1598.0,105.0,5.0,0,2.75,13,Volkswagen,Vento
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,17.5 kmpl,1198.0,70.0,5.0,0,1.4,15,Skoda,Fabia
Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,25.4 kmpl,624.0,37.5,4.0,0,2.9,9,Tata,Nano
Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,0,2.4,13,Ford,Figo
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,14.8 kmpl,1598.0,105.0,5.0,0,4.75,11,Volkswagen,Vento
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,44.76,6,Land,Rover
Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,0,6.22,9,Honda,City
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5 kmpl,999.0,67.0,5.0,5.67 Lakh,4.5,6,Renault,KWID
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.25,9,Hyundai,Grand
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,18.1 kmpl,1991.0,147.9,4.0,0,5.5,13,Chevrolet,Cruze
Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,0,6.95,7,Hyundai,i20
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,24.07 kmpl,998.0,67.1,5.0,0,4.56,6,Maruti,Alto
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5 kmpl,1582.0,126.2,5.0,19.18 Lakh,13.82,8,Hyundai,Creta
Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,18.0 kmpl,1198.0,86.7,5.0,0,5.65,8,Honda,Amaze
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,21.19 kmpl,1396.0,88.73,5.0,0,6.2,8,Hyundai,i20
Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,23.1 kmpl,998.0,67.04,5.0,0,3.25,10,Maruti,Celerio
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968.0,147.51,5.0,0,8.5,15,Audi,A4
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,24.8 kmpl,1396.0,88.7,5.0,0,7.25,8,Hyundai,Verna
Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,21.8 kmpl,1461.0,78.0,5.0,0,4.61,11,Renault,Fluence
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2 kmpl,1199.0,74.0,5.0,0,5.3,8,Volkswagen,Polo
Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,17.0 kmpl,1405.0,70.0,5.0,0,1.9,12,Tata,Indigo
Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.09,12,Hyundai,i10
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,16.46 kmpl,2993.0,258.0,5.0,0,9.5,17,BMW,7
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,17.01 kmpl,1582.0,126.2,5.0,0,12.65,9,Hyundai,Creta
Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.25,8,Hyundai,Grand
Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,21.1 kmpl,1248.0,73.9,5.0,0,2.95,13,Maruti,Ritz
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,10.5 kmpl,2179.0,120.0,8.0,0,3.45,18,Mahindra,Scorpio
Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,3.3,13,Hyundai,i10
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,14.0 kmpl,2179.0,138.1,7.0,0,8.0,10,Tata,Safari
